instance,variant,node,start_kind,pool,cold_start_s,data_read_s,compute_s,data_write_s,read_mb,wrote_mb
3,scenario-02,step-12,warm,ondemand,0.000,0.0037,0.1119,0.0023,2.10,1.05
3,scenario-02,step-13,warm,ondemand,0.000,0.0017,0.0671,0.0018,1.05,1.05
3,scenario-02,step-14,warm,ondemand,0.000,0.0018,0.0687,0.0024,1.05,1.05
3,scenario-02,step-15,warm,ondemand,0.000,0.0018,0.0900,0.0343,1.05,2.10
3,scenario-02,step-16,warm,ondemand,0.000,0.0031,0.1140,0.0022,2.10,1.05
4,scenario-01,step-0,warm,ondemand,0.000,0.0000,0.1005,0.0044,0.00,2.10
3,scenario-02,step-17,warm,ondemand,0.000,0.0017,0.0916,0.0048,1.05,2.10
4,scenario-01,step-1,warm,ondemand,0.000,0.0030,0.1466,0.0050,2.10,2.10
3,scenario-02,step-18,warm,ondemand,0.000,0.0033,0.1397,0.0155,2.10,2.10
4,scenario-01,step-2,warm,ondemand,0.000,0.0032,0.1364,0.0050,2.10,2.10
3,scenario-02,step-19,warm,ondemand,0.000,0.0031,0.1123,0.0017,2.10,1.05
4,scenario-01,step-3,warm,ondemand,0.000,0.0041,0.1345,0.0045,2.10,2.10
3,scenario-02,step-20,warm,ondemand,0.000,0.0017,0.0937,0.0042,1.05,2.10
4,scenario-01,step-4,warm,ondemand,0.000,0.0033,0.1373,0.0054,2.10,2.10
3,scenario-02,step-21,warm,ondemand,0.000,0.0039,0.1157,0.0023,2.10,1.05
3,scenario-02,step-22,warm,ondemand,0.000,0.0017,0.0681,0.0017,1.05,1.05
4,scenario-01,step-5,warm,ondemand,0.000,0.0050,0.1367,0.0050,2.10,2.10
3,scenario-02,step-23,warm,ondemand,0.000,0.0016,0.0681,0.0023,1.05,1.05
3,scenario-02,step-24,warm,ondemand,0.000,0.0024,0.0720,0.0026,1.05,1.05
4,scenario-01,step-6,warm,ondemand,0.000,0.0032,0.1372,0.0049,2.10,2.10
3,scenario-02,step-25,warm,ondemand,0.000,0.0020,0.0926,0.0054,1.05,2.10
4,scenario-01,step-7,warm,ondemand,0.000,0.0030,0.1385,0.0234,2.10,2.10
3,scenario-02,step-26,warm,ondemand,0.000,0.0033,0.1195,0.0024,2.10,1.05
4,scenario-01,step-8,warm,ondemand,0.000,0.0031,0.1367,0.0050,2.10,2.10
4,scenario-01,step-9,warm,ondemand,0.000,0.0034,0.1386,0.0047,2.10,2.10
3,scenario-02,step-27,warm,ondemand,0.000,0.0020,0.1912,0.0211,1.05,6.29
4,scenario-01,step-10,warm,ondemand,0.000,0.0031,0.1377,0.0205,2.10,2.10
4,scenario-01,step-11,warm,ondemand,0.000,0.0034,0.1369,0.0051,2.10,2.10
4,scenario-01,step-12,warm,ondemand,0.000,0.0032,0.1365,0.0045,2.10,2.10
3,scenario-02,step-28,warm,ondemand,0.000,0.0109,0.5071,0.0109,6.29,6.29
4,scenario-01,step-13,warm,ondemand,0.000,0.0031,0.1363,0.0046,2.10,2.10
4,scenario-01,step-14,warm,ondemand,0.000,0.0031,0.1356,0.0049,2.10,2.10
4,scenario-01,step-15,warm,ondemand,0.000,0.0031,0.1371,0.0399,2.10,2.10
3,scenario-02,step-29,warm,ondemand,0.000,0.0383,0.4827,0.0118,6.29,6.29
4,scenario-01,step-16,warm,ondemand,0.000,0.0034,0.1364,0.0036,2.10,2.10
4,scenario-01,step-17,warm,ondemand,0.000,0.0031,0.1363,0.0045,2.10,2.10
4,scenario-01,step-18,warm,ondemand,0.000,0.0038,0.1405,0.0050,2.10,2.10
3,scenario-02,step-30,warm,ondemand,0.000,0.0090,0.4950,0.0101,6.29,6.29
4,scenario-01,step-19,warm,ondemand,0.000,0.0031,0.1368,0.0217,2.10,2.10
4,scenario-01,step-20,warm,ondemand,0.000,0.0030,0.1362,0.0053,2.10,2.10
3,scenario-02,step-31,warm,ondemand,0.000,0.0095,0.5204,0.0103,6.29,6.29
5,scenario-01,step-0,cold,ondemand,3.207,0.0000,0.1147,0.0042,0.00,2.10
4,scenario-01,step-21,warm,ondemand,0.000,0.0036,0.1471,0.0054,2.10,2.10
4,scenario-01,step-22,warm,ondemand,0.000,0.0049,0.1401,0.0043,2.10,2.10
5,scenario-01,step-1,warm,ondemand,0.000,0.0032,0.1612,0.0035,2.10,2.10
4,scenario-01,step-23,warm,ondemand,0.000,0.0032,0.1423,0.0049,2.10,2.10
